Key,Values
ALEX,"2007-10-29, 2008-02-06, 2008-05-01, 2010-08-01, 2010-11-04, 2011-08-09, 2011-11-09, 2012-02-14, 2012-08-02, 2013-02-20, 2013-05-10, 2013-08-09, 2013-11-08, 2014-02-26, 2014-05-09, 2014-08-08, 2014-11-06, 2015-03-03, 2015-05-09, 2015-08-07, 2015-11-08, 2016-02-26, 2016-05-08, 2016-07-27, 2016-10-28, 2017-03-01, 2017-05-08, 2017-08-03, 2017-11-08, 2018-03-01, 2018-05-09, 2018-08-03, 2018-11-02, 2019-02-28, 2019-05-05, 2019-08-04, 2019-11-02, 2020-02-27, 2020-05-02, 2021-05-01, 2021-07-31, 2021-11-05, 2022-02-25, 2022-07-28"
PK,"2017-05-04, 2017-08-04, 2017-11-03, 2018-03-02, 2018-05-04, 2018-08-02, 2018-11-03, 2019-03-01, 2019-05-09, 2019-08-01, 2019-11-07, 2020-02-27, 2020-05-11, 2021-02-26, 2021-05-07, 2021-08-06, 2021-11-04, 2022-02-18, 2022-08-04, 2022-11-03"
FRT,"2009-11-05, 2011-08-04, 2011-11-04, 2012-02-16, 2012-05-08, 2012-08-02, 2012-11-03, 2013-02-13, 2013-05-02, 2013-08-02, 2013-11-01, 2014-02-13, 2014-05-09, 2014-08-08, 2014-10-31, 2015-02-11, 2015-05-08, 2015-08-06, 2015-11-05, 2016-02-10, 2016-05-05, 2016-08-05, 2016-11-06, 2017-02-14, 2017-05-04, 2017-08-03, 2017-11-04, 2018-02-14, 2018-05-03, 2018-08-03, 2018-11-01, 2019-02-15, 2019-05-03, 2019-08-07, 2019-11-01, 2020-02-11, 2020-05-07, 2021-05-05, 2021-08-04, 2021-11-04, 2022-02-10, 2022-11-03"
LTC,"2009-02-26, 2012-08-07, 2012-11-09, 2013-02-22, 2013-05-01, 2013-08-09, 2013-11-05, 2014-02-21, 2014-05-07, 2014-08-09, 2014-11-05, 2015-02-27, 2015-05-01, 2015-08-08, 2015-11-03, 2016-02-22, 2016-05-04, 2016-08-02, 2016-11-04, 2017-02-23, 2017-05-09, 2017-08-10, 2017-11-10, 2018-03-02, 2018-05-10, 2018-08-09, 2018-11-06, 2019-03-01, 2019-05-10, 2019-08-09, 2019-11-01, 2020-02-21, 2020-05-04, 2021-02-19, 2021-04-30, 2021-07-30, 2022-10-28"
NMRK,"2018-05-06, 2018-08-02, 2018-10-25, 2019-02-12, 2019-05-12, 2019-08-04, 2019-10-30, 2020-02-13, 2020-08-09"
GNL,"2016-05-06, 2016-08-08, 2016-11-10, 2017-02-27, 2017-05-08, 2017-08-07, 2017-11-07, 2018-02-27, 2018-05-08, 2018-08-08, 2018-11-07, 2019-02-27, 2019-05-09, 2019-08-07, 2019-11-08, 2020-02-26, 2020-05-06, 2021-05-06, 2021-08-05, 2021-11-04, 2022-02-24, 2022-05-05, 2022-08-04"
EPRT,"2018-11-05, 2019-03-03, 2019-05-11, 2019-08-10, 2019-11-10, 2020-03-02, 2020-05-11, 2021-02-24, 2021-05-04, 2021-07-29, 2022-04-28, 2022-07-29"
DBRG,2021-08-05
UNIT,"2016-03-03, 2016-05-12, 2016-08-11, 2016-11-14, 2017-02-23, 2017-05-05, 2017-08-05, 2017-11-02, 2018-03-02, 2018-05-11, 2018-08-10, 2018-11-02, 2019-03-21, 2019-05-10, 2019-08-09, 2019-11-08, 2020-03-13, 2020-05-12, 2021-03-01, 2021-05-06, 2021-08-05"
REXR,"2013-11-13, 2014-03-14, 2014-08-10, 2014-11-04, 2015-02-27, 2015-05-07, 2015-08-09, 2015-11-08, 2016-02-19, 2016-05-05, 2016-08-06, 2016-11-03, 2017-02-17, 2017-05-04, 2017-08-02, 2017-11-02, 2018-02-14, 2018-05-03, 2018-08-03, 2018-11-01, 2019-02-13, 2019-05-05, 2019-08-03, 2019-11-02, 2020-02-13, 2020-05-08, 2021-10-21, 2022-02-10, 2022-04-20, 2022-07-21, 2022-10-20"
PEB,"2012-08-03, 2012-10-26, 2013-02-22, 2013-04-26, 2013-07-26, 2013-10-25, 2014-02-21, 2014-04-25, 2014-07-25, 2014-10-24, 2015-02-18, 2015-04-25, 2015-07-24, 2015-10-23, 2016-02-23, 2016-04-28, 2016-07-26, 2016-10-30, 2017-02-24, 2017-04-29, 2017-07-28, 2017-10-24, 2018-02-23, 2018-04-27, 2018-07-26, 2018-11-02, 2019-02-27, 2019-04-26, 2019-07-26, 2019-10-25, 2020-02-21, 2020-05-08, 2021-02-24, 2021-07-30, 2021-10-29, 2022-07-30"
APLE,"2016-05-06, 2016-08-09, 2016-11-08, 2017-02-28, 2017-05-05, 2017-08-08, 2017-11-07, 2018-02-23, 2018-05-08, 2018-08-07, 2018-11-06, 2019-02-26, 2019-05-09, 2019-08-06, 2019-11-05, 2020-02-25, 2020-05-19, 2020-08-07, 2021-02-24, 2021-05-07"
CPT,"2007-11-02, 2008-02-08, 2010-02-10, 2011-07-29, 2011-11-04, 2012-02-03, 2012-04-27, 2012-08-03, 2012-11-02, 2013-02-01, 2013-05-03, 2013-07-26, 2013-11-01, 2014-01-31, 2014-05-07, 2014-08-01, 2014-10-31, 2015-01-29, 2015-05-01, 2015-07-31, 2015-10-30, 2016-01-29, 2016-04-29, 2016-07-30, 2016-10-29, 2017-02-09, 2017-05-05, 2017-07-29, 2017-10-28, 2018-02-02, 2018-05-04, 2018-08-04, 2018-10-26, 2019-02-01, 2019-05-03, 2019-07-26, 2019-11-01, 2020-02-01, 2020-05-08, 2021-02-05, 2021-04-30, 2021-07-30, 2021-10-29, 2022-02-04, 2022-04-29, 2022-07-29, 2022-10-28"
CSR,"2021-05-07, 2021-08-03, 2021-11-02"
DEA,"2016-05-09, 2016-08-08, 2016-11-08, 2017-03-02, 2017-05-09, 2017-08-08, 2017-11-07, 2018-03-01, 2018-05-08, 2018-08-07, 2018-11-05, 2019-02-28, 2019-08-01, 2020-02-25, 2021-02-24, 2021-11-02, 2022-05-03"
OUT,"2014-08-07, 2014-11-09, 2015-02-27, 2015-05-06, 2015-08-07, 2015-11-06, 2016-02-26, 2016-05-06, 2016-08-05, 2016-11-08, 2017-02-23, 2017-05-04, 2017-08-05, 2017-11-07, 2018-02-27, 2018-05-03, 2018-08-09, 2018-11-06, 2019-02-27, 2019-05-08, 2019-08-07, 2019-11-05, 2020-02-26, 2020-05-08, 2021-02-25, 2021-05-04, 2021-08-05, 2021-11-04, 2022-02-23, 2022-05-02, 2022-08-03, 2022-11-03"
DEI,"2008-05-07, 2009-02-12, 2010-05-04, 2010-11-04, 2011-08-04, 2011-11-02, 2012-02-09, 2012-05-03, 2012-08-02, 2012-11-07, 2013-02-13, 2013-05-09, 2013-11-06, 2014-02-13, 2014-08-01, 2014-11-12, 2015-02-12, 2015-05-06, 2015-08-06, 2015-11-04, 2016-02-11, 2016-05-05, 2016-08-04, 2016-11-02, 2017-02-09, 2017-05-03, 2017-08-03, 2017-11-08, 2018-02-15, 2018-05-09, 2018-08-03, 2018-11-02, 2019-02-14, 2019-05-03, 2019-08-10, 2019-11-08, 2020-02-13, 2020-08-08, 2021-02-10, 2021-05-09, 2021-08-07, 2021-11-05, 2022-02-09, 2022-11-04"
KW,"2013-03-13, 2013-05-08, 2013-08-07, 2013-11-06, 2014-02-27, 2014-05-09, 2014-08-09, 2014-11-08, 2015-02-27, 2015-05-07, 2015-08-06, 2015-11-08, 2016-02-26, 2016-05-07, 2016-08-05, 2016-11-04, 2017-02-24, 2017-05-05, 2017-08-04, 2017-11-03, 2018-02-24, 2018-05-03, 2018-08-02, 2018-11-01, 2019-02-28, 2019-05-03, 2019-08-03, 2019-11-03, 2020-02-27, 2020-05-10, 2021-02-26, 2021-05-08, 2021-11-06, 2022-02-25, 2022-08-06"
RYN,"2008-01-25, 2008-04-23, 2008-10-22, 2009-01-28, 2009-04-30, 2009-10-28, 2010-01-27, 2010-10-27, 2011-07-28, 2011-10-26, 2012-01-24, 2012-04-25, 2012-07-27, 2012-10-26, 2013-01-25, 2013-04-26, 2013-07-26, 2013-10-25, 2014-01-27, 2014-04-29, 2014-07-30, 2014-11-10, 2015-02-13, 2015-05-07, 2015-08-06, 2015-11-03, 2016-02-11, 2016-05-05, 2016-08-04, 2016-11-03, 2017-02-09, 2017-05-04, 2017-08-03, 2017-11-02, 2018-02-08, 2018-05-03, 2018-08-02, 2018-11-01, 2019-02-07, 2019-05-04, 2019-08-08, 2019-10-31, 2020-02-07, 2020-04-30, 2021-05-08, 2021-08-07, 2021-11-04, 2022-08-05, 2022-11-03"
RPT,"2008-05-16, 2008-08-27, 2008-10-23, 2009-02-24, 2009-04-24, 2009-07-23, 2009-10-29, 2010-02-17, 2010-05-01, 2010-07-29, 2010-10-27, 2011-02-15, 2011-04-27, 2011-07-27, 2011-10-26, 2012-02-15, 2012-04-25, 2012-07-25, 2012-10-24, 2013-02-13, 2013-04-24, 2013-10-23, 2014-02-12, 2014-07-23, 2014-10-22, 2015-02-11, 2015-04-22, 2015-07-22, 2015-10-28, 2016-02-24, 2016-05-04, 2016-08-04, 2016-11-02, 2017-02-22, 2017-05-03, 2017-08-02, 2017-11-01, 2018-02-21, 2018-05-04, 2018-08-12, 2018-11-04, 2019-02-22, 2019-05-05, 2019-08-02, 2019-11-03, 2020-02-21, 2020-08-06, 2022-05-07, 2022-08-06, 2022-11-05"
CTRE,"2015-02-12, 2015-05-13, 2015-08-10, 2015-11-06, 2016-02-12, 2016-05-13, 2016-08-10, 2016-11-04, 2017-02-08, 2017-05-03, 2017-08-03, 2017-11-09, 2018-03-01, 2018-05-09, 2018-08-05, 2018-11-07, 2019-02-14, 2019-05-08, 2019-08-07, 2019-11-08, 2020-02-22, 2020-05-08, 2021-02-11, 2021-05-07, 2021-08-07, 2021-11-08, 2022-02-17, 2022-08-05, 2022-11-09"
NHI,"2012-08-06, 2012-11-05, 2013-02-15, 2013-05-06, 2013-08-06, 2013-11-05, 2014-02-18, 2014-05-05, 2014-08-04, 2014-11-04, 2015-02-18, 2015-05-08, 2015-08-06, 2015-11-08, 2016-02-19, 2016-05-06, 2016-08-05, 2016-11-07, 2017-02-17, 2017-05-09, 2017-08-09, 2017-11-09, 2018-02-16, 2018-05-08, 2018-08-07, 2018-11-06, 2019-02-19, 2019-05-07, 2019-08-10, 2019-11-08, 2020-02-20, 2020-05-12, 2021-02-23, 2021-11-08"
CUBE,"2009-02-27, 2013-02-22, 2013-05-03, 2013-08-09, 2013-11-08, 2014-02-28, 2014-05-02, 2014-08-08, 2014-10-31, 2015-02-27, 2015-05-01, 2015-08-07, 2015-11-06, 2016-02-19, 2016-04-30, 2016-07-29, 2016-10-31, 2017-02-17, 2017-04-28, 2017-07-28, 2017-10-27, 2018-02-16, 2018-04-27, 2018-07-27, 2018-10-27, 2019-02-22, 2019-04-26, 2019-07-26, 2019-10-25, 2020-02-21, 2020-05-08, 2021-02-26, 2021-04-30, 2021-07-30, 2021-11-05, 2022-10-28"
KRG,"2009-02-20, 2009-08-05, 2009-11-06, 2012-11-02, 2013-02-08, 2013-08-02, 2013-11-01, 2014-05-03, 2014-08-01, 2014-11-03, 2015-02-06, 2015-05-01, 2015-08-02, 2015-10-30, 2016-02-05, 2016-04-29, 2016-07-29, 2016-10-28, 2017-02-03, 2017-04-28, 2017-07-27, 2017-10-27, 2018-02-02, 2018-04-26, 2018-08-03, 2018-11-03, 2019-02-20, 2019-05-11, 2019-08-06, 2019-11-07, 2020-02-20, 2020-08-07, 2021-02-12, 2021-04-30, 2022-02-15, 2022-04-29, 2022-08-07, 2022-11-03"
BDN,"2008-02-21, 2008-05-02, 2008-08-05, 2008-11-06, 2009-02-19, 2009-04-30, 2009-07-30, 2009-10-29, 2010-02-25, 2010-04-29, 2010-07-29, 2010-10-28, 2011-02-17, 2011-04-28, 2011-07-28, 2011-10-27, 2012-02-10, 2012-04-26, 2012-07-26, 2012-10-25, 2013-02-07, 2013-04-25, 2013-07-25, 2013-10-24, 2014-02-06, 2014-05-01, 2014-07-26, 2014-10-23, 2015-02-05, 2015-04-23, 2015-07-23, 2015-10-22, 2016-02-06, 2016-04-21, 2016-07-21, 2016-10-20, 2017-02-01, 2017-04-21, 2017-07-21, 2017-10-19, 2018-01-26, 2018-04-20, 2018-07-20, 2018-10-18, 2019-01-31, 2019-04-28, 2019-07-23, 2019-10-18, 2020-01-31, 2020-04-23, 2020-07-24, 2020-10-22, 2021-02-03, 2022-07-26"
ESRT,"2014-02-28, 2014-05-07, 2014-07-31, 2014-10-30, 2015-02-26, 2015-04-29, 2015-08-01, 2015-10-29, 2016-02-23, 2016-04-28, 2016-07-31, 2016-11-08, 2017-02-23, 2017-04-27, 2017-07-30, 2017-11-01, 2018-02-24, 2018-04-26, 2018-07-26, 2018-11-01, 2019-02-21, 2019-04-26, 2019-07-25, 2019-10-25, 2021-02-18, 2021-04-29, 2021-07-29, 2021-10-28, 2022-02-17, 2022-04-28, 2022-07-28, 2022-10-27"
HPP,"2013-05-07, 2013-08-06, 2014-02-27, 2014-08-06, 2014-11-04, 2015-02-27, 2015-05-07, 2015-08-07, 2015-11-06, 2016-02-26, 2016-05-06, 2016-08-05, 2016-11-04, 2017-02-17, 2017-05-05, 2017-08-05, 2017-11-05, 2018-02-16, 2018-05-05, 2018-08-03, 2018-11-02, 2019-02-17, 2019-05-03, 2019-08-03, 2019-11-01, 2020-02-21, 2020-05-09, 2021-02-18, 2021-05-07, 2021-08-07, 2021-10-27, 2022-02-17, 2022-04-28, 2022-07-27, 2022-11-05"
OFC,"2008-11-20, 2009-02-13, 2009-04-29, 2010-10-30, 2011-07-29, 2011-10-29, 2012-02-09, 2012-04-26, 2012-07-26, 2012-10-25, 2013-02-08, 2013-04-26, 2013-07-26, 2013-10-25, 2014-02-07, 2014-04-26, 2014-07-25, 2014-10-24, 2015-02-10, 2015-04-29, 2015-07-28, 2015-10-31, 2016-02-12, 2016-04-29, 2016-07-30, 2016-10-28, 2017-02-10, 2017-04-29, 2017-07-29, 2017-10-27, 2018-02-09, 2018-04-30, 2018-07-28, 2018-10-26, 2019-02-08, 2019-05-02, 2019-07-31, 2019-10-29, 2020-02-07, 2020-05-01, 2021-04-30, 2021-07-30, 2021-10-29, 2022-02-11, 2022-04-29, 2022-10-28"
EXPI,"2020-08-08, 2021-11-03, 2022-02-24, 2022-05-04, 2022-11-02"
NSA,"2016-11-04, 2017-03-03, 2017-05-06, 2017-08-03, 2017-11-12, 2018-02-27, 2018-05-05, 2018-08-10, 2018-11-03, 2019-02-25, 2019-05-03, 2019-08-02, 2019-11-01, 2020-02-25, 2020-05-12, 2021-02-23, 2021-05-05, 2021-08-04, 2021-11-03, 2022-02-22, 2022-05-06, 2022-08-05, 2022-11-03"
SBRA,"2013-02-28, 2013-05-02, 2013-08-03, 2013-10-25, 2014-02-28, 2014-05-06, 2014-08-05, 2014-11-05, 2015-02-20, 2015-05-06, 2015-08-06, 2015-11-10, 2016-02-23, 2016-05-03, 2016-08-03, 2016-11-04, 2017-02-23, 2017-05-09, 2017-08-07, 2017-11-04, 2018-02-23, 2018-05-11, 2018-08-10, 2018-11-07, 2019-02-26, 2019-05-09, 2019-08-10, 2019-11-01, 2020-02-25, 2020-05-08, 2021-02-23, 2021-05-06, 2021-08-05, 2021-11-04, 2022-02-22, 2022-05-05, 2022-08-04, 2022-11-08"
XHR,"2015-08-13, 2015-11-12, 2016-02-23, 2016-05-12, 2016-08-05, 2016-11-07, 2017-02-28, 2017-05-14, 2017-08-08, 2017-11-07, 2018-02-27, 2018-05-06, 2018-08-05, 2018-11-05, 2019-02-26, 2019-05-05, 2019-08-03, 2019-11-03, 2020-02-25, 2020-05-11, 2021-03-01, 2021-05-08, 2021-08-03, 2021-11-02, 2022-03-01, 2022-05-03, 2022-08-04, 2022-11-05"
COMP,"2021-05-12, 2021-08-09, 2021-11-10, 2022-02-16, 2022-05-12, 2022-08-15, 2022-11-10"
RDFN,"2017-11-13, 2018-02-23, 2018-05-11, 2018-08-10, 2018-11-09, 2019-02-15, 2019-05-08, 2019-08-01, 2019-11-06, 2020-02-12, 2020-07-30, 2020-11-05, 2021-02-24, 2021-05-05, 2021-08-05, 2021-11-04, 2022-02-17, 2022-05-05, 2022-08-04, 2022-11-09"
AIRC,"2021-02-11, 2022-02-10, 2022-05-03, 2022-07-29, 2022-11-04"
ALX,"2015-05-05, 2015-08-04, 2020-05-12, 2022-05-03"
STAG,"2013-02-21, 2013-05-07, 2013-08-06, 2013-11-05, 2014-02-13, 2014-05-07, 2014-08-01, 2014-11-02, 2015-02-23, 2015-05-05, 2015-07-24, 2015-10-28, 2016-02-26, 2016-05-04, 2016-08-03, 2016-11-04, 2017-02-17, 2017-05-03, 2017-08-02, 2017-11-03, 2018-02-16, 2018-05-02, 2018-08-01, 2018-11-02, 2019-02-14, 2019-05-01, 2019-07-31, 2019-10-31, 2020-02-13, 2020-05-01, 2021-05-05, 2022-07-28"
ZG,"2016-05-04, 2016-08-07, 2016-11-02, 2017-02-08, 2017-05-06, 2017-08-11, 2017-11-12, 2018-02-09, 2018-05-08"
SVC,"2008-02-13, 2008-05-06, 2008-08-13, 2008-11-11, 2009-03-03, 2009-05-12, 2009-08-07, 2009-11-09, 2010-02-24, 2010-05-10, 2010-08-09, 2010-11-08, 2011-02-18, 2011-05-09, 2011-08-09, 2011-11-07, 2012-02-29, 2012-05-07, 2012-08-08, 2012-11-06, 2013-03-01, 2013-05-07, 2013-08-06, 2013-11-05, 2014-02-25, 2014-05-06, 2014-08-11, 2014-11-04, 2015-02-27, 2015-05-07, 2015-08-10, 2015-11-09, 2016-02-24, 2016-05-10, 2016-08-09, 2016-11-09, 2017-03-01, 2017-05-10, 2017-08-09, 2017-11-08, 2018-03-01, 2018-05-12, 2018-08-09, 2018-11-06, 2019-02-27, 2019-05-10, 2019-08-11, 2019-11-08, 2020-02-28, 2021-08-06, 2022-08-05"
BXP,"2008-01-31, 2008-04-30, 2008-07-23, 2008-10-30, 2009-01-30, 2009-05-01, 2009-07-23, 2010-04-29, 2011-01-27, 2011-05-04, 2011-08-03, 2011-10-27, 2012-02-02, 2012-05-03, 2012-08-07, 2012-10-24, 2013-01-30, 2013-05-01, 2013-07-31, 2013-10-30, 2014-01-29, 2014-05-01, 2014-07-31, 2014-10-29, 2015-01-30, 2015-04-28, 2015-08-01, 2015-10-30, 2016-02-05, 2016-04-27, 2016-07-27, 2016-10-26, 2017-02-01, 2017-04-26, 2017-08-02, 2017-11-05, 2018-01-31, 2018-04-25, 2018-08-01, 2018-10-31, 2019-01-30, 2019-05-01, 2019-08-01, 2019-10-31, 2020-01-29, 2020-04-30, 2021-01-27, 2021-04-28, 2021-07-28, 2021-10-27, 2022-01-26, 2022-10-26"
MAC,"2008-02-12, 2008-05-09, 2008-08-07, 2008-11-05, 2009-02-12, 2009-05-05, 2009-08-04, 2009-11-06, 2010-02-12, 2010-05-04, 2010-08-10, 2010-11-04, 2011-02-09, 2011-05-05, 2011-07-29, 2011-11-02, 2012-02-04, 2012-05-02, 2012-08-02, 2012-11-01, 2013-02-07, 2013-05-03, 2013-08-06, 2013-10-29, 2014-02-06, 2014-05-01, 2014-07-25, 2014-10-30, 2015-02-06, 2015-04-30, 2015-07-24, 2015-10-28, 2016-02-05, 2016-05-05, 2016-08-02, 2016-10-29, 2017-02-08, 2017-04-29, 2017-08-07, 2017-11-01, 2018-02-06, 2018-05-05, 2018-08-04, 2018-11-01, 2019-02-08, 2019-05-04, 2019-08-02, 2019-10-31, 2020-02-07, 2020-05-12, 2021-02-11, 2021-05-11, 2021-08-04, 2021-11-03, 2022-02-10, 2022-05-09, 2022-07-28, 2022-11-03"
IIPR,"2018-03-29, 2018-08-13, 2019-03-14, 2019-08-08, 2019-11-07, 2020-02-27, 2021-02-25, 2022-02-24, 2022-05-05, 2022-08-04"
EGP,"2010-07-28, 2013-02-13, 2013-04-19, 2013-07-19, 2013-10-19, 2014-02-13, 2014-04-18, 2014-07-18, 2014-10-17, 2015-02-03, 2015-04-17, 2015-07-17, 2015-10-16, 2016-02-02, 2016-04-21, 2016-07-22, 2016-10-20, 2017-02-02, 2017-04-21, 2017-07-26, 2017-10-20, 2018-02-01, 2018-04-20, 2018-07-20, 2018-10-19, 2019-02-07, 2019-04-23, 2019-07-26, 2019-10-24, 2020-02-07, 2020-05-01, 2021-02-10, 2021-04-28, 2021-07-28, 2021-10-27, 2022-02-09, 2022-07-27"
AAT,"2014-02-19, 2014-07-30, 2014-11-06, 2015-02-18, 2015-04-30, 2015-07-29, 2015-11-04, 2016-02-17, 2016-04-27, 2016-07-27, 2016-11-02, 2017-02-15, 2017-05-03, 2017-08-02, 2017-11-01, 2018-02-14, 2018-05-03, 2018-08-03, 2018-11-01, 2019-02-13, 2019-05-05, 2019-08-03, 2019-11-03, 2020-02-12, 2020-04-29, 2021-02-10, 2021-07-28, 2021-10-27, 2022-02-09, 2022-07-27"
NTST,2022-07-29
LXP,"2008-02-27, 2010-11-06, 2012-08-07, 2012-11-06, 2013-02-21, 2013-05-02, 2013-08-07, 2013-11-06, 2014-02-20, 2014-05-10, 2014-08-09, 2014-11-07, 2015-02-19, 2015-05-07, 2015-08-09, 2015-11-08, 2016-02-23, 2016-05-05, 2016-08-09, 2016-11-06, 2017-03-01, 2017-05-09, 2017-08-08, 2017-11-07, 2018-02-27, 2018-05-08, 2018-08-08, 2018-11-06, 2019-02-27, 2019-05-08, 2019-08-07, 2019-11-06, 2020-02-20, 2020-05-07"
INN,"2013-02-27, 2013-05-07, 2013-08-07, 2013-11-06, 2014-03-17, 2014-05-12, 2014-08-07, 2014-11-03, 2015-03-03, 2015-05-05, 2015-08-04, 2015-11-03, 2016-02-25, 2016-05-04, 2016-08-03, 2016-11-06, 2017-02-24, 2017-05-07, 2017-08-06, 2017-10-31, 2018-02-22, 2018-05-05, 2018-08-02, 2018-10-31, 2019-02-27, 2019-05-03, 2019-08-04, 2019-11-06, 2020-02-26, 2020-05-13, 2021-11-06, 2022-08-03"
FRPH,"2016-02-03, 2016-05-08, 2016-08-02, 2016-11-28, 2017-05-02, 2018-08-05, 2019-03-07, 2019-05-06, 2021-05-08, 2022-11-12"
CBL,"2008-02-08, 2008-05-02, 2008-08-06, 2008-11-06, 2009-02-05, 2009-05-02, 2009-08-05, 2009-11-06, 2010-02-04, 2010-05-01, 2010-08-04, 2010-11-03, 2011-02-09, 2011-04-29, 2011-08-03, 2011-11-02, 2012-02-09, 2012-05-02, 2012-07-27, 2012-11-07, 2013-02-06, 2013-05-01, 2013-08-01, 2013-11-07, 2014-02-06, 2014-04-29, 2014-07-31, 2014-10-30, 2015-02-04, 2015-04-29, 2015-07-30, 2015-10-29, 2016-02-04, 2016-04-29, 2016-07-29, 2016-10-28, 2017-02-03, 2017-05-04, 2017-08-04, 2017-11-04, 2018-02-09, 2018-04-27, 2018-08-02, 2018-10-30, 2019-02-08, 2019-05-01, 2019-08-01, 2019-11-01, 2020-02-07"
OHI,"2008-02-03, 2010-11-05, 2012-07-27, 2012-10-26, 2013-02-12, 2013-05-09, 2013-08-02, 2013-11-01, 2014-02-04, 2014-04-30, 2014-07-24, 2014-10-28, 2015-02-24, 2015-04-29, 2015-08-04, 2015-11-03, 2016-02-11, 2016-05-05, 2016-08-03, 2016-11-01, 2017-02-09, 2017-05-04, 2017-07-27, 2017-10-31, 2018-02-14, 2018-05-08, 2018-08-06, 2018-11-05, 2019-02-12, 2019-05-08, 2019-08-07, 2019-11-06, 2020-02-06, 2020-05-05, 2021-02-05, 2021-05-04"
WSR,"2013-03-13, 2013-05-07, 2013-08-06, 2013-11-05, 2014-02-27, 2014-05-06, 2014-08-06, 2014-11-10, 2015-02-27, 2015-05-06, 2015-08-09, 2015-11-07, 2016-02-26, 2016-11-01, 2017-03-02, 2017-05-07, 2017-08-04, 2017-11-03, 2018-03-02, 2018-05-08, 2018-08-03, 2018-11-02, 2019-02-28, 2019-05-02, 2019-08-01, 2019-10-31, 2020-02-27, 2020-05-08, 2021-02-25, 2021-10-27"
LAMR,"2008-08-07, 2008-11-06, 2009-02-27, 2009-05-07, 2011-08-04, 2011-11-03, 2012-02-22, 2012-05-03, 2012-08-08, 2012-11-07, 2013-02-27, 2013-05-08, 2013-08-08, 2013-11-06, 2014-02-27, 2014-05-07, 2014-08-07, 2014-11-05, 2015-02-25, 2015-05-06, 2015-08-06, 2015-11-05, 2016-02-23, 2016-05-05, 2016-08-09, 2016-11-03, 2017-02-22, 2017-05-04, 2017-08-12, 2017-11-06, 2018-02-27, 2018-05-02, 2018-08-08, 2018-11-09, 2019-02-20, 2019-05-05, 2019-08-07, 2020-08-08"
AKR,"2010-07-28, 2010-10-27, 2013-04-24, 2013-07-31, 2014-02-13, 2014-07-31, 2014-10-30, 2015-02-18, 2015-04-30, 2015-08-01, 2015-11-04, 2016-02-10, 2016-04-27, 2016-07-27, 2016-10-26, 2017-02-15, 2017-04-25, 2017-07-26, 2017-11-03, 2018-02-24, 2018-05-02, 2018-07-25, 2018-10-26, 2019-02-16, 2019-04-26, 2019-07-23, 2019-10-24, 2020-02-14, 2020-05-10, 2021-02-11, 2021-05-01, 2021-08-01, 2021-10-27, 2022-02-16, 2022-08-07, 2022-11-05"
DRH,"2008-02-29, 2008-05-26, 2008-08-07, 2008-10-15, 2009-02-27, 2009-05-05, 2009-10-20, 2010-02-27, 2010-07-28, 2010-10-19, 2011-03-01, 2011-05-03, 2011-07-26, 2011-10-19, 2012-02-29, 2012-04-30, 2012-07-26, 2012-10-12, 2013-03-01, 2013-05-10, 2013-08-09, 2013-11-08, 2014-02-25, 2014-05-12, 2014-08-08, 2014-11-04, 2015-02-24, 2015-05-10, 2015-08-07, 2015-11-06, 2016-02-23, 2016-05-06, 2016-08-05, 2016-11-10, 2017-02-22, 2017-05-05, 2017-08-08, 2017-11-07, 2018-02-27, 2018-05-04, 2018-08-03, 2018-11-10, 2019-02-26, 2019-05-11, 2019-08-10, 2019-11-08, 2020-02-21, 2020-08-07, 2021-08-07, 2021-11-05"
BRX,"2014-02-21, 2014-08-06, 2014-10-29, 2015-02-10, 2015-04-28, 2015-07-28, 2015-10-27, 2016-03-01, 2016-04-27, 2016-07-26, 2016-10-25, 2017-02-14, 2017-05-02, 2017-08-01, 2017-10-31, 2018-02-13, 2018-05-01, 2018-08-01, 2018-10-30, 2019-02-12, 2019-04-30, 2019-07-30, 2019-10-29, 2020-02-11, 2020-05-08, 2021-02-12, 2022-02-08, 2022-05-03"
PEAK,"2008-02-13, 2008-04-30, 2008-08-06, 2008-11-05, 2009-02-11, 2009-04-29, 2009-08-05, 2010-02-13, 2010-04-27, 2010-11-02, 2011-02-15, 2011-05-03, 2011-08-02, 2011-10-31, 2012-02-14, 2012-05-01, 2012-07-31, 2012-10-30, 2013-02-12, 2013-04-30, 2013-07-30, 2013-10-29, 2014-02-11, 2014-05-06, 2014-08-05, 2014-11-04, 2015-02-11, 2015-05-05, 2015-08-04, 2015-11-04, 2016-02-09, 2016-05-10, 2016-08-09, 2016-11-01, 2017-02-14, 2017-05-03, 2017-08-02, 2017-11-03, 2018-02-13, 2018-05-03, 2018-08-02, 2018-10-31, 2019-02-15, 2019-05-02, 2019-08-02, 2020-02-13, 2021-02-10, 2021-05-05, 2022-08-03"
ADC,"2013-02-28, 2013-04-30, 2013-07-30, 2013-10-29, 2014-02-25, 2014-04-29, 2014-07-29, 2014-10-28, 2015-02-24, 2015-04-28, 2015-07-28, 2015-10-27, 2016-03-04, 2016-04-26, 2016-07-26, 2016-10-25, 2017-02-24, 2017-04-25, 2017-07-25, 2017-10-24, 2018-02-23, 2018-04-24, 2018-07-24, 2018-10-23, 2019-02-22, 2019-04-23, 2019-07-23, 2019-10-22, 2020-02-21, 2020-04-21, 2020-07-21, 2020-10-20, 2022-08-03"
